Unnamed: 0,university,sent_id,original_sentence,translation,word_id,first_cs_word_form,first_cs_word_translation,governer_first_cs_word,preceding_word,governer_trans,preceding_trans,Unnamed: 12,Unnamed: 13,preceding_prob
687,PSU,334,现在 车 有 一 个 intermittent problem 。,现在 车 有 一 个 间接 性的 的 毛病 。,6,intermittent,间接,problem,个,问题,a,,,0.14352885159063178
688,PSU,337,我们 building 旁边 就 是 个 公园 可以 跑步 散步 。,我们 大楼 旁边 就 是 个 公园 可以 跑步 散步 。,2,building,大楼,旁边,我们,beside,we,,,0.00014591720716424108
689,PSU,340,洗衣房 在 basement ；,洗衣房 在 地下室,3,basement,地下室,洗衣房,在,Laundry room,in,,,3.351711886846207e-05
690,PSU,341,apartment 有 停车场 ， parking is free ；,小区 有 停车场 ， 停车 免费,1,apartment,小区,有,,There are,,,,0.0
691,PSU,344,期望 share 的 男生 是 学生 或 访问 学者 ， 爱好 卫生 ， 作息 规律 。,期望 分摊 的 男生 是 学生 或 访问 学者 ， 爱好 卫生 ， 作息 规律 。,2,share,分摊,男生,期望,The boy,expect,,,4.602757541422369e-05
692,PSU,345,这个 小区 环境 很 好 ， 很 安静 ， 非常 适合 young couple 居住 。,这个 小区 环境 很 好 ， 很 安静 ， 非常 适合 年轻 情侣 居住 。,12,young,年轻,couple,适合,夫妇,Suitable for,,,3.8098866558719875e-05
693,PSU,357,mil 第二 次 亮 之后 ， 去 honda dealer 修 。,故障 指示灯 第二 次 亮 之后 ， 去 宏大 修理店 修 。,9,honda,宏大,宏大,honda,grand,本田,,,0.4522287629256694
694,PSU,358,我的 困惑 ： 懂 车 的 同学 是否 知道 什么 地方 能够 检查 throttle body 和 它 的 wires .,我的 困惑 ： 懂 车 的 同学 是否 知道 什么 地方 能够 检查 风门 和 线 变形 器 。,14,throttle,风门,和,检查,and,check,,,0.0022527177282685076
695,PSU,359,state college 去 dc ， 提供 ride ， 可以 送到 目的地 。,斯泰特 克里奇 去 华盛顿 ， 提供 搭车 送到 目的地 。,7,ride,搭车,，,提供,.,provide,,,2.2524132649513725e-05
696,PSU,360,求 ride ！,求 搭车 ！,2,ride,搭车,求,求,request,request,,,2.2524132649513725e-05
697,PSU,366,求 ride !,求 搭车 ！,2,ride,搭车,求,求,request,request,,,2.2524132649513725e-05
698,PSU,368,更正 联系 信息 ： 请 发送 email 至 em@8,更正 联系 信息 ： 请 发送 电子 邮箱 至 em@8,7,email,电子,至,发送,to,send,,,0.00016452409935296982
699,PSU,370,circle 社区 ( stratford,圆形 社区 （ 斯特拉特福 德,1,circle,圆形,社区,,community,,,,0.0
700,PSU,371,very good condition ， clean title ， no accident history ， pa inspected ， 报价 $7，000 ， 可以 议价 。,好 条件 ， 干净 的 头衔 ， 没有 事故 历史 ， 宾州 检验 。 报价 $7，000 ， 可以 议价 。,1,very,好,good,,好,,,,0.0
701,PSU,373,可 代为 与 office 联系 并 争取 ！,可 代为 与 办公室 联系 并 争取 ！,4,office,办公室,联系,与,contact,with,,,3.7805039411753586e-05
702,PSU,376,有偿 求 ride ， 7 .,有偿 求 搭车 ， 7 。,3,ride,搭车,求,求,request,request,,,2.2524132649513725e-05
703,PSU,379,求 组团 求 ride 。,求 组团 求 搭车 。,4,ride,搭车,求,求,request,request,,,2.2524132649513725e-05
704,PSU,380,小区 环境 优美 安静 ， 物业 非常 nice 。,小区 环境 优美 安静 ， 物业 非常 友善 。,8,nice,友善,优美,非常,beautiful,very,,,0.00026469031233456857
705,PSU,381,本人 是 一 个 安静 整洁 无 不良 习惯 不 开 party 的 女生 。,本人 是 一 个 安静 整洁 无 不良 习惯 不 开 派对 的 女生 。,12,party,派对,开,开,open,open,,,9.891032163482114e-05
706,PSU,383,【 the one 智能 电子琴 】 已 出,【 唯一 智能 电子琴 】 已 出,2,the,唯一,one,【,一个,【,,,0.014440906958683886
707,PSU,384,绝大多数 得到 心仪 offer 的 同学 ， 都 赢 在 了 起跑线 上 。,绝大多数 得到 心仪 录取 通知书 的 同学 ， 都 赢 在 了 起跑线 上 。,4,offer,录取,的,心仪,the,The right,,,3.130919394480189e-05
708,PSU,385,每 周 工作 5~10hr ， 远程 工作 ， 完全 flexible 。,每 周 工作 5~10hr ， 远程 工作 ， 完全 时间 灵活 。,10,flexible,时间,。,完全,.,completely,,,1.0772411267158737e-05
709,PSU,388,你 是 full time 学生 吗 ？,你 是 全日制 学生 吗 ？,3,full,全日制,time,是,时间,is,,,0.00013407296921349445
710,PSU,389,是 不 是 都 是 team projects ?,是 不 是 都 是 小组 项目 ？,6,team,小组,projects,是,项目,is,,,9.793101151962489e-05
711,PSU,391,内容 不难 ， 但是 一 周 三 个 作业 三 个 quiz ， 两 周 一 个 exam ， 建议 在 暑假 这 种 比较 清闲 的 学期 上 。,内容 不难 ， 但是 一 周 三 个 作业 三 个 测验 ， 两 周 一 个 考试 ， 建议 在 暑假 这 种 比较 清闲 的 学期 上 。,12,quiz,测验,作业,个,homework,a,,,7.439811921554624e-05
712,PSU,394,闲暇 之 余 考 了 pa 的 property & casualty 和 life 的 保险 执照 。,闲暇 之 余 考 了 宾州 的 财产 与 意外 和 生命 的 保险 执照 。,8,property,财产,保险,的,insurance,the,,,3.766620211684056e-05
713,PSU,395,一 年 lease 。,一 年 租房 合同 。,3,lease,租房,租房,年,Rent a house,years,,,2.3503442764709972e-05
714,PSU,396,送 king size 床 ~ 所有 家具 全 送 。,送 二 米 二 宽 的 床 ~ 所有 家具 全 送 。,2,king,二,家具,送,furniture,send,,,1.0772411267158737e-05
715,PSU,401,一 楼 一 个 卧室 ， 三 楼 两 个 卧室 ， 二 层 （ 公用 ） 是 living room ， 厨房 ， 1/2 卫生间 ， 阳台 。,一 楼 一 个 卧室 ， 三 楼 两 个 卧室 ， 二 层 （ 公用 ） 是 客厅 ， 厨房 ， 1/2 卫生间 ， 阳台 。,19,living,客厅,，,是,.,is,,,5.0277363455060414e-05
716,PSU,402,小区 以 professional 住户 为主 。,小区 以 有 职业 的 住户 为主 。,3,professional,有,。,以,.,In order to,,,0.00014530056459647958
717,PSU,405,因为 是 新 lease ， 所以 房子 非常 干净 。,因为 是 新 租房 合同 ， 所以 房子 非常 干净 。,4,lease,租房,，,新,.,new,,,2.3503442764709972e-05
718,PSU,408,车 一直 在 dealer 保养 （ 有 票据 ） ， 四月 底 才 保养 过 。,车 一直 在 汽车 管理 保养 （ 有 票据 ） ， 四月 底 才 保养 过 。,4,dealer,汽车,（,在,(,in,,,0.09654606090060498
719,PSU,412,可以 办 学校 的 ride pass .,可以 办 学校 的 搭车 卡 。,5,ride,搭车,pass,的,通过,the,,,2.5110801411227038e-05
720,PSU,413,lease 可以 在 入住 后 去 房东 那里 签 。,租房 合同 可以 在 入住 后 去 房东 那里 签 。,1,lease,租房,可以,,can,,,,0.0
721,PSU,416,已经 打算 入手 他们 medium soft 的 了 。,已经 打算 入手 他们 媒体 软件 的 了 。,5,medium,媒体,soft,他们,软,they,,,6.855170806373742e-06
722,PSU,420,just dance 是 什么 意思 ？,跳舞 是 什么 意思,1,just,跳舞,什么,,what,,,,0.0
723,PSU,424,屋内 其余 两 位 都 是 女 phd ， 离开 的 这 位 也 是 phd ， 所以 房屋 环境 安静 ， 适合 学习 。,屋内 其余 两 位 都 是 女 博士生 ， 离开 的 这 位 也 是 博士生 ， 所以 房屋 环境 安静 ， 适合 学习 。,8,phd,博士生,博士生,女,A PhD student,female,,,6.365515748775618e-05
724,PSU,425,deal 的 有 链接 吗 ？,处理 的 有 链接 吗 ？,1,deal,处理,有,,There are,,,,0.0
725,PSU,427,求 村里 短 租 一 个 bedroom ， 时间 8 .,求 村里 短 租 一 个 卧室 ， 时间 8 。,7,bedroom,卧室,租,个,rent,a,,,4.896550575981244e-06
726,PSU,428,各 种 折扣 theme,各 种 折扣 主题,4,theme,主题,主题,折扣,The theme,discount,,,3.917240460784996e-06
727,PSU,429,各 种 show,各 种 表演,3,show,表演,表演,种,performance,Kind of,,,0.0018617736496969446
728,PSU,435,有 整 套 洗车 工具 ， 只要 不 是 final 期间 特别 忙 的 时候 ， 不 能 说 一尘不染 但 绝 不 会 有 肉眼 可 见 的 污点 。,有 整 套 洗车 工具 ， 只要 不 是 期末 考试 期间 特别 忙 的 时候 ， 不 能 说 一尘不染 但 绝 不 会 有 肉眼 可 见 的 污点 。,10,final,期末,期间,是,During the period of,is,,,8.128273956128866e-05
729,PSU,438,求购 一 枚 modem ， 俗称 猫 ， 最好 是 cable 3 .,求购 一 枚 调制 解调器 ， 俗称 猫 ， 最好 是 凯博 2 。,4,modem,调制,，,枚,.,gold,,,0.00022825365205843292
730,PSU,439,pass 还 在吗 ？,证 还 在吗,1,pass,证,在吗,,In?,,,,0.0
731,PSU,444,因 搬到 furnished 公寓 带 了 家具 ， 出售 自用 家具 。,因 搬到 有 家具 的 公寓 带 了 家具 ， 出售 自用 家具 。,3,furnished,有,了,搬到,the,Moved to,,,0.00010379042637107153
732,PSU,445,搬家 出售 一 张 木质 书桌 ， 有 三 个 大 抽屉 ， size : 43 .,搬家 出售 一 张 木质 书桌 ， 有 三 个 大 抽屉 ， 尺寸 ： 43 。,14,size,尺寸,43,，,43,",",,,3.2317233801476215e-05
733,PSU,452,guest parking 还 需要 permit 吗 ？,访客 停车位 还 需要 停车牌 吗 ？,1,guest,访客,parking,,停车,,,,0.0
734,PSU,455,刚刚 收到 邮件 通知 j-1 新 一 年 的 保险 要求 ， 不 清楚 还有 没 有 性价比 较 高 的 校外 保险 可 做 waive 。,刚刚 收到 邮件 通知 j-1 新 一 年 的 保险 要求 ， 不 清楚 还有 没 有 性价比 较 高 的 校外 保险 可 做 换 权 搁置 。,26,waive,换,有,做,There are,do,,,2.9379303455887465e-06
735,PSU,457,目前 住 有 两 名 访问 学者 ( 男生 ) ， 人 都 很 nice ， 平时 可 一起 出行 购物 ， 周末 一起 出游 娱乐 。,目前 住 有 两 名 访问 学者 （ 男生 ） ， 人 都 很 友善 ， 平时 可 一起 出行 购物 ， 周末 一起 出游 娱乐 。,15,nice,友善,有,很,There are,very,,,0.00026469031233456857
736,PSU,462,我 找 不 到 房子 的 floor plan 。,我 找 不 到 房子 的 房型 预览 。,7,floor,房型,plan,的,计划,the,,,0.00016322020917297576
737,PSU,463,两 名 physics phd 男生 ， 行李 不多 ， 没有 什么 家具 ， 一切 都 好 商量 ， 希望 有 多余 房间 的 同学 能 提供 一下 住处 。,两 名 物理 博士 男生 ， 行李 不多 ， 没有 什么 家具 ， 一切 都 好 商量 ， 希望 有 多余 房间 的 同学 能 提供 一下 住处 。,3,physics,物理,男生,名,The boy,The name,,,4.6963790917202836e-05
738,PSU,464,可以 一起 租车 开 回来 或者 有偿 求 ride ， 可以 帮忙 开 。,可以 一起 租车 开 回来 或者 有偿 求 搭车 ， 可以 帮忙 开 。,9,ride,搭车,求,求,request,o,,,2.2524132649513725e-05
739,PSU,465,因 本人 的 新 lease 8 .,因 本人 的 新 租房 合同 8 。,5,lease,租房,8,新,八个,new,,,2.3503442764709972e-05
740,PSU,473,我 找 了 很久 floor plan ， 但是 真的 真的 没有 找到 。,我 找 了 很久 房型 预览 ， 但是 真的 真的 没有 找到 。,5,floor,房型,找,很久,Looking for a,For a long time,,,0.0
741,PSU,474,要求 ： graduate student 及 以上 优先 。,要求 ： 研究生 及 以上 优先 。,3,graduate,研究生,以上,：,The above,:,,,0.00010772411267158738
742,PSU,475,undergraduate 学生 能 满足 物业 条件 也 可以 。,本科 学生 能 满足 物业 条件 也 可以 。,1,undergraduate,本科,学生,,students,,,,0.0
743,PSU,477,不接受 其他 lease 。,不接受 其他 租房 合同 。,3,lease,租房,。,其他,.,other,,,2.3503442764709972e-05
744,PSU,479,lease 是 单独 签 这 一 间 卧室 ， 不 跟 别人 搅和 。,租房 合同 是 单独 签 这 一 间 卧室 ， 不 跟 别人 搅和 。,1,lease,租房,是,,is,,,,0.0
745,PSU,480,卧室 里 配 的 是 queen size 的 床 （ 相当于 国内 1 .,卧室 里 配 的 是 一 米 五 宽 的 床 （ 相当于 国内 1 。,6,queen,一,相当于,是,The equivalent of,is,,,3.917240460784996e-06
746,PSU,481,啊 勘误 ， queen size 的 床 是 一 米 五 的 ！,啊 勘误 ， 一 米 五 宽 的 床 是 一 米 五 的 ！,4,queen,一,一,，,one,.,,,3.917240460784996e-06
747,PSU,482,第二 年 开始 ， 是否 继续 ta 要 看 导师 有 没 有 funding 给 你 付 工资 和 学费 ， 很少 有 五 年 都 ta 的 人 ， 也 很 少 有 五 年 都 ra 的 人,第二 年 开始 ， 是否 继续 教学 助理 要 看 导师 有 没 有 资金 给 你 付 工资 和 学费 ， 很少 有 五 年 都 教学 助理 的 人 ， 也 很 少 有 五 年 都 宿舍 管理 的 人,7,ta,教学,要,继续,to,Continue to,,,5.0016672224074694e-05
748,PSU,488,不 包含 各 种 utilities 。,不 包含 各 种 公共 设施 。,5,utilities,公共,。,种,.,Kind of,,,0.0018617736496969446
749,PSU,489,floor plan 如下 ：,房型 预览 如下 ：,1,floor,房型,plan,,计划,,,,0.0
750,PSU,492,要求 爱 干净 ， 不 要 party prince ， 不 养 宠物 。,要求 爱 干净 ， 不 要 爱 派对 的 女孩 ， 不 养 宠物 。,7,party,爱,爱,要,love,to,,,0.00011129970227329642
751,PSU,493,请 联系 微 信 ： rodin_9403 注明 ride,请 联系 微 信 ： rodin_9403 注明 搭车,8,ride,搭车,注明,注明,Indicate the,Indicate the,,,3.1790437436419124e-05
752,PSU,496,房子 到 bus 站 一 分钟 就 能 走到 ， 去 学校 非常 方便 ；,房子 到 公交 站 一 分钟 就 能 走到 ， 去 学校 非常 方便 ；,3,bus,公交,站,到,standing,to,,,9.988963175001738e-05
753,PSU,498,具体 lease 时间 2017 .,具体 租房 合同 时间 2017 。,2,lease,租房,租房,具体,Rent a house,specific,,,2.3503442764709972e-05
754,PSU,503,女生 phd ， 请 问 房子 还 可以 租 吗 ？,女生 博士 ， 请 问 房子 还 可以 租 吗 ？,2,phd,博士,问,女生,ask,The girl,,,0.000124538170949396
755,PSU,504,里程数 ： 60，000 mile 左右 。,里程数 ： 60，000 英里 左右 。,4,mile,英里,"60,000","60,000",60000,60000,,,1.1751721382354986e-05
756,PSU,506,不 走 gift 。,礼物 模式 。,1,gift,礼物,走,,go,,,,0.0
757,PSU,508,有偿 求 ride ， 可以 一起 租车 走 ！,有偿 求 搭车 ， 可以 一起 租车 走 ！,3,ride,搭车,求,求,request,request,,,2.2524132649513725e-05
758,PSU,509,求 ride ， 非常 感谢,求 搭车 ， 非常 感谢,2,ride,搭车,求,求,request,request,,,2.2524132649513725e-05
759,PSU,511,再者 waiver 填 表格 麻烦 吗 ？,再者 弃权 填 表格 麻烦 吗 ？,2,waiver,弃权,填,再者,Fill in the,moreover,,,4.896550575981244e-06
760,PSU,513,如 标题 ， 求 几 天 短 租用 来 寻 个 住处 在 我 两 个 房屋 lease 之间 过渡 。,如 标题 ， 求 几 天 短 租用 来 寻 个 住处 在 我 两 个 房屋 租房 合同 之间 过渡 。,18,lease,租房,之间,房屋,between,housing,,,2.3503442764709972e-05
761,PSU,515,有偿 求 ride 。,有偿 求 搭车 。,3,ride,搭车,求,求,request,request,,,2.2524132649513725e-05
762,PSU,530,价格 8200$ ， cash only ， 当天 办理 title 转让 手续 。,价格 8200$ ， 只 收 现金 ， 当天 办理 台头 转让 手续 。,4,cash,只,only,，,只有,.,,,1.9586202303924977e-05
763,PSU,533,office 人 很 好 。,小区 办公室 。,1,office,小区,人,,people,,,,0.0
764,PSU,534,出租 的 房间 是 二 层 两 个 bedroom 其中 的 一 间 。,出租 的 房间 是 二 层 两 个 卧室 其中 的 一 间 。,9,bedroom,卧室,其中,个,Among them,a,,,4.896550575981244e-06
765,PSU,538,顺便 说 ： office 的 人 很 nice 的 ～,顺便 说 ： 官方 办公室 的 人 很 好的 ～ 、,4,office,官方,的,：,the,:,,,9.499308117403614e-05
766,PSU,541,hi 同学 ， 你 找到 ride 了 吗 ？,你 好 同学 ， 你 找到 搭车 了 吗 。,2,hi,好,，,hi,.,嗨,,,2.2524132649513725e-05
767,PSU,557,更新 ： 已经 决定 坐 bus 了 ， 谢谢 大家 ！,更新 ： 已经 决定 坐 巴士 了 ， 谢谢 大家 ！,6,bus,巴士,坐,坐,sit,sit,,,9.988963175001738e-05
768,PSU,559,本人 男 ， 在 读 phd ， 对 具体 的 房间 没有 要求 ， 床 和 桌子 我 自己 也 可以 带 过去 ， 所以 只 希望 有 个 能 睡觉 的 房间 就 好 。,本人 男 ， 在 读 博士生 ， 对 具体 的 房间 没有 要求 ， 床 和 桌子 我 自己 也 可以 带 过去 ， 所以 只 希望 有 个 能 睡觉 的 房间 就 好 。,6,phd,博士生,要求,读,requirements,read,,,6.365515748775618e-05
769,PSU,564,hi ， 如 题 ， 往返 boston ， 6 .,嗨 ， 如题 ， 往返 波士顿 ， 6 。,1,hi,嗨,如,,Such as,,,,0.0
770,PSU,569,房东 是 杨 太太 ， 人 非常 nice 。,房东 是 杨 太太 ， 人 非常 好 。,8,nice,好,太太,非常,Mrs.,very,,,0.00026469031233456857
771,PSU,571,有 兴趣 租 fall semester .,有 兴趣 租 秋季 学期 。,4,fall,秋季,semester,租,学期,rent,,,0.00019488271292405351
772,PSU,577,两 层 ， 五 个 卧室 ， 两 个 full 卫生间 ( 都 有 浴缸 ) 。,两 层 ， 五 个 卧室 ， 两 个 大 的 卫生间 （ 都 有 浴缸 ） 。,10,full,大,(,个,(,a,,,0.0004166294676070589
773,PSU,580,还 有 一些 台灯 啥 的 ～ free,还 有 一些 台灯 啥 的 ～ 免费,8,free,免费,台灯,～,Desk lamp,~,,,0.00018606892188728727
774,PSU,584,小区 门口 就 有 bus ， 却 学校 方便 。,小区 门口 就 有 公交 ， 却 学校 方便 。,5,bus,公交,有,有,There are,There are,,,0.0033208885955322703
775,PSU,585,方便 提供 ride 的 同学 ， 请 联系 电话 pn-6 ， 感谢 ！,方便 提供 搭车 的 同学 ， 请 联系 电话 pn-6 ， 感谢 ！,3,ride,搭车,同学,提供,classmate,provide,,,2.2524132649513725e-05
776,PSU,587,二 楼 living room （ 带 一 个 卫生间 ） ， kitchen ， dining room 。,二 楼 客厅 （ 带 一 个 卫生间 ） ， 厨房 ， 餐厅 。,3,living,客厅,（,楼,(,Floor of a building,,,0.0
777,PSU,589,college court 一 室 一 厅 ， 家具 ， 水 ， 电 ， 网 ， 全 包 ： $690 / month ， 六月 中旬 拎包 入住 。,大学 场 一 室 一 厅 ， 家具 ， 水 ， 电 ， 网 ， 全 包 ： $690 / 月 ， 六月 中旬 拎包 入住 。,21,month,月,$690,/,The $690,/,,,5.484136645098993e-05
778,PSU,593,小区 有 自己 的 住户 网站 ， 所有 request 都 可以 在 网上 完成 ， 或者 打 电话 。,小区 有 自己 的 住户 网站 ， 所有 要求 都可以 在 网上 完成 ， 或者 打 电话 。,9,request,要求,都,所有,all,all,,,3.525516414706496e-05
779,PSU,594,入住 时间 是 年 ， lease 的 期限 是 一 年 到 。,入住 时间 是 年 ， 租房 合同 的 期限 是 一 年 到 。,6,lease,租房,入住,，,To stay in,.,,,2.3503442764709972e-05
780,PSU,598,全 真 mock interviews,全 真 模拟 面试,3,mock,模拟,模拟,真,simulation,TRUE,,,4.896550575981244e-06
781,PSU,599,简历 修改 ， 建立 职业 profile,简历 修改 ， 建立 职业 文件,6,profile,文件,建立,职业,To establish,professional,,,1.1751721382354986e-05
782,PSU,602,要求 安静 ， 安静 ， 安静 不 开 party ， 干净 。,要求 安静 ， 安静 ， 安静 不 开 派对 ， 干净 。,9,party,派对,开,开,open,open,,,9.891032163482114e-05
783,PSU,605,queen size 床 一 个 。,一 米 五 宽 床 一 个 。,1,queen,一,床,,The bed,,,,0.0
784,PSU,608,不 养 宠物 ， 不 开 party,不 养 宠物 ， 不 开 派对,7,party,派对,开,开,open,open,,,9.891032163482114e-05
785,PSU,609,租房 时 没 注意 ， 发现 orientation 比 lease 要 早 一 周 ， 所以 找 一 个 带 独立 卫浴 的 房间 过渡 这 一 周 。,租房 时 没 注意 ， 发现 新生 会 比 租房 合同 要 早 一 周 ， 所以 找 一 个 带 独立 卫浴 的 房间 过渡 这 一 周 。,7,orientation,新生,周,发现,weeks,found,,,1.664827195833623e-05
786,PSU,611,一 楼 living room ， kitchen ， dining room ， 一 个 卫生间 .,一 楼 客厅 ， 厨房 ， 餐厅 ， 一 个 卫生间 。,3,living,客厅,一,楼,one,Floor of a building,,,0.0
787,PSU,613,一 个 大 箱子 ， 求 ride ！,一 个 大 箱子 ， 求 搭车,7,ride,搭车,求,求,request,request,,,2.2524132649513725e-05
788,PSU,616,目前 针对 学生 需要 打包 用 的 箱子 全部 free 哦 ！,目前 针对 学生 需要 打包 用 的 箱子 全部 免费 哦 ！,10,free,免费,！,全部,!,all,,,3.910985959560405e-05
789,PSU,620,如果 我 签 一 年 的 合同 ， 是 和 你 签 还是 和 officer 签 。,如果 我 签 一 年 的 合同 ， 是 和 你 签 还是 和 办公室 签 。,15,officer,办公室,签,和,sign,and,,,5.875860691177493e-06
790,PSU,621,提供 ride ， 5 .,提供 搭车 ， 5 。,2,ride,搭车,搭车,提供,A lift,provide,,,2.2524132649513725e-05
791,PSU,626,安静 、 不 开 party 、 作息 规律 。,安静 、 不 开 派对 、 作息 规律 。,5,party,派对,开,开,open,open,,,9.891032163482114e-05
792,PSU,628,求 ride 去 纽约 ！,求 搭车 去 纽约 ！,2,ride,搭车,求,求,request,request,,,2.2524132649513725e-05
793,PSU,631,全新 lease 8/5/2017-7/31/2018 。,全新 租房 合同 8/5/2017-7/31/2018 。,2,lease,租房,8/5/2017-7/31/2018,全新,8/5/2017-7/31/2018,new,,,2.3503442764709972e-05
794,PSU,634,所以 这些 东西 全部 都 送给 要 续签 这个 lease 的 人 。,所以 这些 东西 全部 都 送给 要 续签 这个 租房 合同 的 人 。,10,lease,租房,的,这个,the,this,,,2.3503442764709972e-05
795,PSU,637,已经 有 一 位 可以 加入 group lease .,已经 有 一 位 可以 加入 组团 租房 合同 。,7,group,组团,.,加入,.,join,,,0.0001263310048603161
796,PSU,643,房间 很 大 ， 每 个 人 独立 的 bedroom 和 bathroom ， utility 基本 全 包 ， furnished ， 免费 停车 。,房间 很 大 ， 每 个 人 独立 的 卧室 和 所 ， 公共 设施 基本 全 包 ， 带 家具 ， 免费 停车 。,10,bedroom,卧室,免费,的,free,the,,,4.896550575981244e-06
797,PSU,645,king size 的 床 。,超大 的 床 。,1,king,超大,的,,the,,,,0.0
798,PSU,654,二 楼 还 有 shoe closet for share 。,二 楼 还有 共用 的 鞋柜 。,3,shoe,还有,还有,楼,There are,Floor of a building,,,0.0
799,PSU,659,还 可以 送 bus pass,离 学校 很 近 ， 有 公交卡 。,1,bus,离,可以,,can,,,,0.0
800,PSU,660,house 三 层 ， 三 卧室 ， 独立 卫生间 ， 短 租 一 楼 楼 卧室 。,房子 三 层 ， 三 卧室 ， 独立 卫生间 ， 短 租 一 楼 楼 卧室 。,1,house,房子,卫生间,,toilet,,,,0.0
801,PSU,668,一 层 是 living room+kichen ；,一 层 是 客厅 + 厨房 ；,4,living,客厅,；,是,;,is,,,5.0277363455060414e-05
802,PSU,670,update : 小 暖气 、 小 桌子 、 椅子 、 落地 灯 已 出 欢迎 询问 其他 ， 家具 都 非常 新 ， 性价比 高 ， 基本 都 半价 及 半价 以下 出售 。,更新 ： 小 暖气 、 小 桌子 、 椅子 、 落地 灯 已 出 欢迎 询问 其他 ， 家具 都 非常 新 ， 性价比 高 ， 基本 都 半价 及 半价 以下 出售 。,1,update,更新,灯,,The lamp,,,,0.0
803,PSU,675,fully furnished studio ， 基本 家具 都 用 ， 水电 网络 电视 cable + 日常 维修 等等 全 包 。,全 家 具 单人间 ， 基本 家具 都 用 ， 水电 网络 电视 线缆 + 日常 维修 等等 全 包 。,2,fully,家,studio,fully,工作室,完全,,,5.288274622059744e-05
804,PSU,676,洗衣房 在 同 一 幢 building 里面 ， $1 .,洗衣房 在 同 一 幢 楼 里面 ， $1 。,6,building,楼,洗衣房,幢,Laundry room,building,,,0.00014591720716424108
805,PSU,677,送 brother 无线 打印机 一 台 。,送 兄弟 无线 打印机 一 台 。,2,brother,兄弟,打印机,送,The printer,send,,,1.4689651727943732e-05
806,PSU,684,两 间 房 share 一 个 洗手间 ， 四 人 share 厨房 和 公共 空间 。,两 间 房 共用 一 个 洗手间 ， 四 人 共用 厨房 和 公共 空间 。,4,share,共用,一,房,one,room,,,4.602757541422369e-05
807,PSU,687,不 需要 签 麻烦 的 lease ， 拎包 入住 ！,不 需要 签 麻烦 的 租房 合同 ， 拎包 入住 ！,6,lease,租房,，,的,.,the,,,8.788780493929464e-05
808,PSU,689,邻居 非常 nice .,邻居 非常 友好 。,3,nice,友好,友好,非常,friendly,very,,,0.00026469031233456857
809,PSU,691,房子 及 小区 概况 请 点击 头像 看 picture .,房子 及 小区 概况 请 点击 头像 看 图片 。,9,picture,图片,看,看,see,see,,,6.561377771814867e-05
810,PSU,692,小区 及 房子 概况 请 点击 头像 看 picture .,小区 及 房子 概况 请 点击 头像 看 图片 。,9,picture,图片,看,看,see,see,,,6.561377771814867e-05
811,PSU,693,本 房 较 新 ， 位 于 三 楼 ， 是 四 人间 apartment 其中 一 间 。,本 房 较 新 ， 位 于 三 楼 ， 是 四 人间 公寓 的 其中 一 间 。,14,apartment,公寓,间,人间,between,human,,,6.659308783334492e-05
812,PSU,696,如果 您 有心 想 签 这个 lease ， 可以 联系 我 em@25,如果 您 有心 想 签 这个 租房 合同 ， 可以 联系 我 em@25,7,lease,租房,，,这个,.,this,,,2.3503442764709972e-05
813,PSU,698,你 是 不 是 还在 为 summer 找 不 到 房子 而 发愁 ？,你 是 不 是 还在 为 暑期 找 不 到 房子 而 发愁 ？,7,summer,暑期,找,为,Looking for a,for,,,7.017297638679344e-05
814,PSU,701,小区 对面 有 个 公园 ， 可 烧烤 、 打 网球 、 playground 。,小区 对面 有 个 公园 ， 可 烧烤 、 打 网球 、 操场 。,13,playground,操场,打,、,play,",",,,0.18297721172569864
815,PSU,702,本人 男 phd 。,本人 男 博士生 。,3,phd,博士生,博士生,男,A PhD student,male,,,6.365515748775618e-05
816,PSU,706,去 做 inspection 的 时候 ， 记得 说 明白 ， 是 做 mechanical inspection ， 不 是 安全 和 尾气 检查,去做 检查 的 时候 ， 记得 说 明白 ， 是 做 机械 检查 ， 不 是 安全 和 尾气 检查,1,inspection,去做,的,,the,,,,0.0
817,PSU,707,我 可以 cover,我 可以 给,3,cover,给,给,可以,to,can,,,3.8856077090456945e-05
818,PSU,715,一 个 fall bathroom ;,一 个 带 浴缸 的 卫生间,3,fall,带,带,个,with,a,,,5.951849537243699e-05
819,PSU,716,一 个 half bathroom ;,一 个 不 带 浴缸 的 卫生间,3,half,不,bathroom,个,浴室,a,,,0.0001934351099604202
820,PSU,719,我 在 做 一 个 project 需要 interview 一 个 interpreter 。,我 在 做 一 个 项目 需要 采访 一 个 翻译 。,6,project,项目,做,个,do,a,,,7.439811921554624e-05
821,PSU,724,房间 内 包含 queen size 床 ， 所有 必须 家电 ， 厨房 。,房间 内 包含 一 米 五 宽 的 床床 ， 所有 必须 家电 ， 厨房 。,4,queen,一,。,包含,.,contains,,,3.917240460784996e-06
822,PSU,725,小区 后面 一 墙 之 隔 就是 本地 重点 high school 。,小区 后面 一 墙 之 隔 就是 本地 重点 高中 。,10,high,高中,高中,重点,High school,Focus on,,,0.0004978426817125788
823,PSU,728,可以 email 联系 ： em@28,可以 邮箱 联系 ： em@28,2,email,邮箱,联系,可以,contact,can,,,0.00016452409935296982
824,PSU,729,email 联系 。,邮件 联系 。,1,email,邮件,联系,,contact,,,,0.0
