,file,type,conversation,speaker,filtered_transcript_2015,length_of_turn,direction_of_code_switches,first_cs_word,first_cs_word_eng_pos,word_length_eng,english_translation,english_wbw_translation,first_cs_word_zh,word_length_zh,first_cs_word_zh_pos,first_cs_word_eng_raw_freq,first_cs_word_zh_raw_freq,first_cs_word_eng_freq,first_cs_word_zh_freq,chinese_translation,chinese_wbw_translation,cs word en surprisal,cs word en wbw surprisal,cs word zh surprisal,cs word zh wbw surprisal
13284,UI29FAZ_0101,Interview,-1,29,"['我', '也', '不', '懂', '为什么', '只是', '他们', '没有', '这样', '的', 'automated', 'process', 'the', 'system', 'not', 'intelligure', 'enough', 'to', 'recognize', 'this', 'word', 'is', 'belong', 'to', 'chinese', 'or', 'this', 'one', 'is', 'belong', 'to', 'germany', 'or', 'what', 'what', 'what', '然后']",37,"['man > eng', 'eng > man']",automated,1,9,"i don't understand why they just don't have such automated process the system not intelligeure enogh to recognize this word is belong to chis one is belmany or what what what, and then",i don’t understand why they are just not like this automated process the system not intelligure enough to recognize this word is belong to chinese or this one is belong to germany or what what what then,自动化,3,0,1314335,557648,18.047320100915044,15.555716081985867,自动化过程的系统不足以识别这个词属于中文，或者这个词属于德国，或什么是什么然后,我 也 不 懂 为什么 只是 他们 没有 这样 的 自动化 过程 该 系统 的 智能 不足以 识别 这个 词 属于 中文 或 该词 属于 德国 或 什么 然后,19.522980382858886,21.0539251612471,24.284204581924616,23.953010344021205
13285,UI29FAZ_0101,Interview,-1,29,"['它', '要', '我们', 'manually', '去', 'from', 'the', 'pulled', 'of', 'list']",10,"['man > eng', 'eng > man', 'man > eng']",manually,2,8,it wants us manually to go from the pulled of list,it wants us manually go from the pulled of list,手动,2,0,911591,10410,18.575194553800426,21.299028855922742,它它要手动从清单的拉动中手动,它 要 我们 手动 去 从 清单 的 拉,20.324645676936004,20.324645676936004,23.854045787567987,23.80843239289709
13293,UI29FAZ_0101,Interview,-1,29,"['没有', 'system', 'show', '的', '时候', '就是', '字', '来', '的']",9,"['man > eng', 'eng > man']",system,0,6,"when there is no system show, it comes from the word",no system show when it comes to the word,系统,2,0,129453118,16059918,11.425367235979698,10.70775011325044,没有系统显示的的时候是字来来,没有 系统 显示 的 时候 就是 字来 的,11.65863618427421,12.082258420718532,23.242165567479876,23.242165567479876
13295,UI29FAZ_0101,Interview,-1,29,"['有', '全部', 'list', 'of', 'words', '然后', '你', '只是', '在', '那边', '看', 'screen', 'scan', 'scan', 'scan', 'go', 'through']",17,"['man > eng', 'eng > man', 'man > eng']",list,0,4,there are all list of word,all list of words then you just watched there screen scan scan scan go through,列表,2,0,31408059,180791,13.468590257169275,17.18074796927884,有单词列表然后然后你只在在看屏幕扫描扫描扫描通过,有 全部 单词 列表 然后 你 只是 在 那边 看 屏幕 扫描 扫描 扫描 通过,16.983297590405932,15.632931494484554,22.249939861396395,22.249939861396395
13300,UI29FAZ_0101,Interview,-1,29,"['这个', '其实', '是', 'belong', 'to', 'simplified', 'chinese', '的']",8,"['man > eng', 'eng > man']",belong,1,6,this is actually belong to simplify chinese,this is actually belong to simplified chinese of,属于,2,1,9635004,3944802,15.173367874616583,12.73318984539245,这个是属于简化的中文的,这个 其实 是 属于 简化 的 中文 的,14.398179790820777,14.398179790820777,19.69394440884069,19.69394440884069
13301,UI29FAZ_0101,Interview,-1,29,"['因为', '我们', '有', '一些', 'combination', 'chinese', '跟', 'english']",8,"['man > eng', 'eng > man', 'man > eng']",combination,0,11,because we have some combination chinese and english,because we have some combination chinese and english,组合,2,1,16015088,1163382,14.44029331970778,14.494817846902436,因为因为我们有一些一些组合中文跟英语,因为 我们 有 一些 中文 组合 跟 英语,11.791990004751321,11.791990004751321,23.830009644644623,23.898932012178914
13307,UI29FAZ_0101,Interview,-1,29,"['其实', '很多', 'consulting', 'firm', '他们', '要', '降低', '成本', '的', '话', '他们', '而且', '现在', 's.', 'a.', 'p.', '越来越', '受欢迎', '在', 'malaysia', '然后', '他们', '就']",23,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",consulting,0,10,"in fact, many consulting firms will reduce costs and now s. p. become more and more popular in malaysia and then they will then they will then they will then they will then they will then they will.","there are actually many consulting firm if they want to reduce costs, they and now s. a. p. more and more popular malaysia then they",咨询,2,0,2430669,1873222,17.1602996944976,13.807620847847286,其实很多咨询公司他们他们降低的话而且现在s。A。p。马来西亚然后受然后然后然后他们,其实 很多 咨询 公司 他们 要 降低成本 的话 他们 而且 现在 s 。 A 。 p 。 越来越 受欢迎 在 马来西亚 然后 他们 就,18.048485460779897,18.331346973673934,23.854045787567987,23.854045787567987
13309,UI29FAZ_0101,Interview,-1,29,"['他们', '就', '会', '有', '一个', 'program', '就', '像', '我们', '以前', '的', '时候', '在', '我们', '年代', '的', '时候', '可能', 'dot', 'net', '会', '比较', '吃香']",23,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",program,0,7,they will have a program like us.,"they will have one program just like when we used to be in our age, it might dot net will be more fragrant",程序,2,0,50821916,4725546,12.774274278778998,12.472661703656163,togry程序就,他们 就 会 有 一个 程序 就 像 我们 以前 的 时候 在 我们 年代 的 时候 可能 点 网会 比较 吃香,12.608816910846318,14.425812585292478,22.830463737811247,22.87607713248215
13312,UI29FAZ_0101,Interview,-1,29,"['他们', '的', 'firm', '就是', 'okay', '他们', '跟', 'cooperate', 'with', 'government', '就是', '说', 'okay', '我们', '公司', '可以', 'provide', '这', '样子', '的', 'training', '给', '这些', 'trainees']",24,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",firm,2,4,their firm is okay and cooperate with government.,their firm that is okay they cooperate with government just mean okay our company can provide like this training give this trainees,公司,2,0,22747665,31694321,13.93400658189165,9.726990279000544,公司公司与政府合作就就是是是我们我们我们我们公司公司可以可以可以可以,他们 的 公司 就是 好 的 他们 跟 与 政府 合作 就是说 好 的 我们 公司 可以 提供 这 样子 的 训练 给 这些 学员,14.975723565541704,14.975723565541704,20.391213794029454,19.9546194283746
13326,UI29FAZ_0101,Interview,-1,29,"['只是', '我', '知道', '一个', 'course', '上次', '的', '时候', '我', '有', 'check', '过', '要', 'attend', '整个', 'course', 'for', 'training', '单单', '一个', 'module', '在', 's.', 'a.', 'p.', '的话', '要', '整', '二十', '千']",30,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",course,0,6,"it's just that i know that last time i had check, i had to have to attend's entire course for training alone.","just i know one course i have time last time check over attend entire course for training one by one module exist s. a. p. if you want to complete 20,000",课程,2,0,95688637,1980434,11.861377429956292,13.72732611203779,只只是知道一一个上上上次次时候时候我我有有过过过过过过参加训练课程单单单单单单单单一一一一个在在在s。A。p。的话要要二十,只是 我 知道 一个 课程 上次 的 时候 我 有 查看 过要 出席 整个 培训 课程 单单 一个 模块 在 s 。 A 。 p 。 的话 要整 二十 千,10.094238593392047,12.866411838650645,23.80843239289709,23.854045787567987
13334,UI29FAZ_0101,Interview,-1,29,"['因为', '它', '的', 'interface', '很', 'standard', '而且']",7,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",interface,0,9,because its interface is very state and and,because of its interface very standard and,界面,2,0,5820092,192944,15.900611181634824,17.086888648736455,因为因为的界面很标准而且,因为 它 的 界面 很 标准 而且,14.291799694281341,15.550659626708143,23.977045822558953,23.977045822558953
13337,UI29FAZ_0101,Interview,-1,29,"['因为', 'configuration', 'okay', '我', '只是', 'configure', '而已']",7,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",configuration,0,13,because configuration okay is just configure,because configuration okay i just configure just,配置,2,1,5212902,1611637,16.059566401846833,14.024615902379448,因为配置好的我我只只配置而已,因为 配置 还 可以 我 只是 配置 而已,18.066847418324386,18.066847418324386,23.211856295542123,23.211856295542123
13341,UI29FAZ_0101,Interview,-1,29,"['好像', '那些', 'invoice', 'legend', 'check', 'in', 'check', 'out', '什么', '鬼', '这样', '好像', 'like', '这', '样子', '的', 'configuration']",17,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",invoice,0,7,it seems like those invoice legend check in check out what ghosts are like the configuration like like,it seems like those invoice legend check in check out what kind of ghost looks like this like like this configuration,发票,2,1,727647,73317,18.900342502753993,18.482851169965283,好像发票传奇签出nock cook of cook什么什么鬼好像好像这这样子的的的的的样子的,好像 那些 发票 传奇 结帐 什么 鬼 这样 好像 喜欢 这 样子 的 配置,25.270728862818842,25.270728862818842,23.80843239289709,23.80843239289709
13348,UI23FAZ_0103,Interview,-1,23,"['值得', 'certification', '比较', 'important']",4,"['man > eng', 'eng > man', 'man > eng']",certification,0,13,it is worth a certification comparison,worth certification compare important,认证,2,1,1713287,561728,17.664886296421997,15.5451991121143,值得认证比较重要,值得 认证 比较 重要 的,16.81533326549381,18.159992621140983,23.784396249973724,23.784396249973724
13351,UI23FAZ_0103,Interview,-1,23,"['如果', '我', '在', 'business', '的', '方面', '讲', '如果', '你', '没有', 'certification', '的', '话', '人家', '不', '会', '相信', '你', '的', '东西', '的']",21,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",business,0,8,if i am in business in business,"if i am business in terms of aspect, if you don't have certification if you want, people won't believe your things",商业,2,0,78324283,7508281,12.150265387322447,11.804660090247843,商业的的的方面如果如果你你你的的的人家会会你的的的的的的,如果 我 在 商业 的 方面 讲 如果 你 没有 认证 的话 人家 不会 相信 你 的 东西 的,12.505387018647953,13.966618146229674,24.420959724578083,24.168933677032026
13353,UI23FAZ_0103,Interview,-1,23,"['你', '可以', 'manage', '你', '的', 'stock', '还是', '什么', '那', '人家', '讲', 'okay', '如果', '我', '要', '用', '这个', 'software', '的', '话', '我', '要', '啊', '另外', '买', '那种', '电脑', '还是', '什么']",29,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",manage,1,6,"you can manage your stock or what the family says okay. if i want to use this software, i want it, what is it?","you can manage your stock still what the family says okay if i want to use this software if you want it, i want to buy that kind of computer or what is it or what is it?",管理,2,0,7127517,39810281,15.608253564905258,9.398073585201308,你你管理你的还还是什么什么讲人家人家如果如果如果我用要用用这个用用的的的的的的话我要要啊另外买那那种种种电脑,你 可以 管理 你 的 库存 还是 什么 那 人家 讲 好 的 如果 我要 用 这个 软件 的话 我要 啊 另外 买 那种 电脑 还是 什么,12.561638555849918,12.561638555849918,21.445996721224613,21.24791812155391
13358,UI23FAZ_0103,Interview,-1,23,"['因为', '啊', 'tempted', 'by', 'outside', 'world']",6,['man > eng'],tempted,1,7,because ah tempted by outside world,because tempted by outside world,诱惑,2,1,2944667,188440,16.883548645108213,17.12096559255424,因为啊被外界的诱惑,因为 啊 被 外界 的 诱惑,18.479693320028893,21.031076939810468,23.977045822558953,23.977045822558953
13360,UI23FAZ_0103,Interview,-1,23,"['他们', '两千', '多', '每', '一个', '月', '都', '都', 'spent', '到', '全部', '的', '就是', '在', 'grooming']",15,"['man > eng', 'eng > man', 'man > eng']",spent,1,5,"they are spent all more than 2,000 every month.",they are more than two thousand every month spent all are in grooming,花费,2,0,22836281,340902,13.928397325299617,16.265713766183065,花费了到两千个月月都都都,他们 两千多 每 一个月 都 都 花费 到 全部 的 就是 在 修饰,13.640932993878822,13.323379921504253,24.420959724578083,23.80843239289709
13361,UI23FAZ_0103,Interview,-1,23,"['要', 'dressing']",2,['man > eng'],dressing,1,8,want to dressing,want dressing,敷料,2,0,4258233,470,16.35139824741483,25.768194357544523,要敷料,要 敷料,20.49265983076955,17.60126158960702,23.854045787567987,23.854045787567987
13366,UI23FAZ_0103,Interview,-1,23,"['我们', '有', 'apply', 'grant', '但是', '我', '现在', '啊', '还', '拿', '着', 'school', '的', '什么', 'g.', 'a']",16,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",apply,1,5,"we have apply grant, but what g. a is still holding school now",we have apply grant but i'm still holding now school what g. a,申请,2,0,19037331,3719732,14.190893815649202,12.817944053290498,我们我们申请赠款但是但是现在啊还拿着的的A,我们 有 申请 赠款 但是 我 现在 啊 还 拿 着 学校 的 什么 G 。   A,19.96251232952805,19.96251232952805,23.80843239289709,24.240698286244307
13385,UI23FAZ_0103,Interview,-1,23,"['还是', '你', '可以', '用', '你', '的', 'handphone', 'as', '你', '的', '整个', 'house', '的', 'controller']",14,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",handphone,0,9,or you can use your handphone as your entire house's controller,or you can use you handphone as your whole house of controller,手机,2,0,323,296118,30.037831354707006,16.46889863999665,手机作为你你的个整整整整整整整个整整用个整个的,还是 你 可以 用 你 的 手机 为 你 的 整个 房子 的 控制器,23.910140529763872,25.17872009160351,24.420959724578083,23.977045822558953
13386,UI23FAZ_0103,Interview,-1,23,"['你', '开', '你', '的', '门', '也', '用', '你', '的', 'handphone', '你', '开', '你', '的', '啊', 'air-con', '也', '用', '你', '的', 'handphone']",21,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",handphone,0,9,you open your door and use your handphone. you open your air-con use your handphone,you use your door to open your door handphone you drive you air-con you also use you handphone,手机,2,0,323,296118,30.037831354707006,16.46889863999665,手机air-con也也你你用你也也门用你你的的的的的啊的,你 开 你 的 门 也 用 你 的 手机 你 开 你 的 啊 空调 也 用 你 的 手机,23.910140529763872,24.73632563949498,24.420959724578083,23.977045822558953
13392,UI23FAZ_0103,Interview,-1,23,"['你', '可以', 'allocate', '罢了']",4,"['man > eng', 'eng > man']",allocate,1,8,you can allocate,you can allocate stop,分配,2,1,846565,5835344,18.681960391205283,12.168325027873214,你分配罢了,你 可以 分配 罢了,18.19084270297258,18.19084270297258,24.0521247194315,23.854045787567987
13399,UI23FAZ_0103,Interview,-1,23,"['他们', '可以', '做', 'tunnelling']",4,['man > eng'],tunnelling,1,10,they can do tunnelling,they can do tunnelling,隧道,2,0,45936,97926,22.88588409419375,18.065306968806315,他们可以隧道,他们 可以 做 隧道,22.909292427117308,22.909292427117308,23.854045787567987,24.287528170983553
13404,UI23FAZ_0103,Interview,-1,23,"['对', '太', '多', '也', '不能', 'monitor']",6,['man > eng'],monitor,0,7,you can't monitor too much for too much,you can't monitor,监视器,3,0,4045022,0,16.425505590893792,34.64471130410952,对对多也能不不监视器,对太多 也 不能 监视器,15.67142500066968,15.67142500066968,23.830009644644623,23.784396249973724
13406,UI23FAZ_0103,Interview,-1,23,"['因为', '没有', 'content', 'filtering', '他们', '没有', '放', 'server', '在', 'asia']",10,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",content,0,7,"because there is no content filtering, they did not put server in asia",because there's none content filtering they did not put it server exist asia,内容,2,0,25261481,14941872,13.782785822979115,10.811853731668515,因为内容过滤他们他们没有没有服务器在亚洲,因为 没有 内容 过滤 他们 没有 放 服务器 在 亚洲,14.47862194060252,15.17973413221145,23.211856295542123,22.87607713248215
13407,UI23FAZ_0103,Interview,-1,23,"['好像', '如果', 'policeman', '要', 'trace', 'location', '他们', '都', 'trace', '不到', '因为', '没有', 'go', 'through', '他们', '的', 'server']",17,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",policeman,0,9,it seems that if policeman wants trace local,it seems if policeman want trace location they are all trace not because there is no go through their server,警察,2,0,1856170,1163393,17.549324292259197,14.49480420600854,好像警察要跟踪位置他们trace trace不不因为因为因为没有他们他们的他们他们他们服务器,好像 如果 警察 要 跟踪 位置 他们 都 痕迹 不到 因为 没有 经过 他们 的 服务器,20.759054213904427,19.116646456798787,22.204326466725497,22.43805965283144
13420,UI23FAZ_0103,Interview,-1,23,"['你', '你', '很', '烦恼', '的', '因为', '有', '很多', '人', '在', '那边', 'then', '过后', '你', '不要', '选', '不', '知道', '要', '选择', '哪', '一个', '这样']",23,"['man > eng', 'eng > man']",then,2,4,you are very troubled because there are many people who you do n’t know which one to choose after the then there.,"you are very troubled because there are many people over there then after that, don't choose if you don't know which one to choose",然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后，然后过因为很多人人在在过后不要选选不知道知道,你 你 很 烦恼 的 因为 有 很多 人 在 那边 然后 过后 你 不要 选不 知道 要 选择 哪 一个 这样,11.833265957908726,13.899978275489378,20.620483305354295,23.784396249973724
13421,UI23FAZ_0103,Interview,-1,23,"['因为', '他们', 'work', 'tension', '还是', '什么', '了', 'and', '晚上', '要', '跟', 'family', '出来']",13,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",work,0,4,"because they work tension, what is it?",because of them work tension what is it? and follow up at night family come out,工作,2,0,213184847,66589060,10.70569205411335,8.655929465306967,因为工作张力还还是什么什么什么什么什么晚上晚上要出来出来出来,因为 他们 工作 张力 还是 什么 了 和 晚上 要 跟 家庭 出来,11.978960409065534,10.776754299332987,22.169669787489966,21.788277229759093
13423,UI23FAZ_0103,Interview,-1,23,"['啊', '没有', '什么', 'mix', '跟', '我']",6,"['man > eng', 'eng > man']",mix,1,3,"ah, there is no mix with me",ah nothing mix with me,混合,2,0,5971683,545549,15.863515556397047,15.587362047638573,啊没有没有混合跟跟,啊 没有 什么 混合 跟 我,17.715157216268327,16.48259665637594,22.249939861396395,22.204326466725497
13427,UI23FAZ_0103,Interview,-1,23,"['我', 'hokkien', 'okay', '的']",4,"['man > eng', 'eng > man']",hokkien,0,7,my hokkien okay,i hokkien okay of,霍金,2,0,13535,5958,24.648814442298605,22.10409889585999,我霍金人好的,我 霍金 还好 的,24.23883235923341,24.191871590527224,23.91273661657003,23.91273661657003
13437,UI23FAZ_0103,Interview,-1,23,"['我', '知道', '但是', '没有', '时间', 'download']",6,['man > eng'],download,0,8,i know but there is no time to download,i know but there is no time download,下载,2,0,789400,73023,18.782824715733103,18.488647984406608,我我知道时间时间下载,我 知道 但是 没有 时间 下载,15.03476950865709,17.666053471748132,24.217813855791437,24.217813855791437
13444,UI28FAZ_0105,Interview,-1,28,"['那个', 'hotel', 'four', 'season', 'hotel', '在', 'north', 'park']",8,"['man > eng', 'eng > man', 'man > eng']",hotel,0,5,that hotel four season hotel,that hotel four season hotel exist north park,酒店,2,0,10460586,259916,15.054761371844174,16.657025383203266,那个酒店四季酒店在北公园,那个 酒店 四季 酒店 在 北 公园,17.911590464953637,17.911590464953637,22.87607713248215,22.87607713248215
13458,UI28FAZ_0105,Interview,-1,28,"['这', '这', '等', '等', '不好', '开', '动', '起来', '去', '省钱', 'aquarium', '也', '不用', '去', '他们', '讲', '要', '去', 'aquarium', '不如', '去', 'k.', 'l.', 'c.', 'c.', 'aquarium', '看']",27,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",aquarium,0,8,"this is not easy to open up to save money to save money aquarium, and they do n’t have to go to them to go to aquarium to go to k. c. c. aquarium to see",this is not easy to open up to save money aquarium don't go to them to talk about going aquarium might as well k. l. c. c. aquarium look,水族馆,3,0,476593,0,19.510823472985766,34.64471130410952,这这等不开开动起来省省省省省省也也也也用用去讲讲讲讲讲要要要要要要去去l。C。C。水族馆看,这 这 等等 不好 开动 起来 去 省钱 水族馆 也 不用 去 他们 讲要 去 水族馆 不如 去 k 。 l 。 C 。 C 。 水族馆 看,24.457287001452535,23.424489590967767,27.217423904644924,23.784396249973724
13460,UI28FAZ_0105,Interview,-1,28,"['那个', 'aquarium', '有', '很多', '没有', '去', '如果', '再', '去', '的话', '值得', '玩', '的', '是', '他', '的', '#pantai#', 'parachute', 'banana', 'boat', '这些', '就是', '玩', '这些']",24,"['man > eng', 'eng > man', 'man > other', 'other > eng', 'eng > man']",aquarium,0,8,"there are a lot of aquarium who did n’t go. if you go again, it ’s worth playing.",that aquarium there are a lot of not going if you go again #pantai# parachute banana boat these are playing these,水族馆,3,0,476593,0,19.510823472985766,34.64471130410952,那个水族馆有有没有去如果再去值得值得的的的＃＃pantai＃降落伞香蕉船这些这些,那个 水族馆 有 很多 没有 去 如果 再 去 的话 值得 玩 的 是 他 的 ＃ Pantai ＃ 降落伞 香蕉 船 这些 就是 玩 这些,22.13646512302471,19.96192767018335,23.830009644644623,23.830009644644623
13464,UI28FAZ_0105,Interview,-1,28,"['而且', '你', '要', '想', '一下', '在', 'salon', 'beauty', 'salon', '它', '的', '水', '也许', '用', '普通', 'water']",16,"['man > eng', 'eng > man', 'man > eng']",salon,0,5,"and you have to think about the water at salon beauty salon, which may use ordinary water",and you have to think about it salon beauty salon its water may be ordinary water,沙龙,2,0,882976,48674,18.62120701017253,19.073847585262385,而且而且你想一下一下沙龙美容沙龙它它水也许用用普通用,而且 你 要 想 一下 在 沙龙 美容 沙龙 它 的 水 也许 用 普通 水,21.59561669481115,25.961635426934656,23.80843239289709,24.168933677032026
13486,UI28FAZ_0102,Interview,-1,28,"['那个', 'clockwise', '和', 'anti-clockwise', '要', '怎样', '教', '那些', 'student', '明白']",10,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",clockwise,1,9,how to teach those student to understand those clockwise and anti-clockwise,that clockwise and anti-clockwise how to teach those student clear,顺时针,3,0,675148,0,19.00837744322809,34.64471130410952,那个顺时针和抗锁定要要要教教那些学生明白,那个 顺时针 和 逆时针 要 怎样 教 那些 学生 明白,19.085380469569706,20.59083177517933,23.854045787567987,23.854045787567987
13487,UI28FAZ_0102,Interview,-1,28,"['因为', '我', 'mathematics', '很', '好', '那时', '侯']",7,"['man > eng', 'eng > man']",mathematics,0,11,because i mathematics is very good at that time,because i mathematics very good at that time,数学,2,0,5232360,1291757,16.054191334648387,14.343808033071792,因为数学很很很那时那时,因为 我 数学 很 好 那时 侯,17.122925868668666,17.122925868668666,22.169669787489966,21.833890624429994
13491,UI28FAZ_0102,Interview,-1,28,"['因为', 'operate', '赌博', '那边']",4,"['man > eng', 'eng > man']",operate,1,7,because of operate gambling over there,because operate gambling,操作,2,1,9137293,2637598,15.249886322049292,13.313918036610108,因为操作赌博赌博,因为 操作 赌博 那边,20.27008134701343,18.22059289441196,24.16578781112617,24.16578781112617
13496,UI28FAZ_0102,Interview,-1,28,"['然后', '因为', '我', '的', 'emotion', '会', '很', '高', '很底', '的']",10,"['man > eng', 'eng > man']",emotion,0,7,then because my emotion will be very high and very bottomless,then because of mine emotion it will be very high,情感,2,0,6968581,1556682,15.640788227552807,14.074668474940935,情感会会会高很很的的的,然后 因为 我 的 情感 会 很 高 很底 的,13.637501442156804,18.298068230212166,23.442991401685052,22.99907783185873
13507,UI28FAZ_0102,Interview,-1,28,"['不过', '我', '的', 'school', '是', 'convent', 'girl', 'school', '全部', '女', '的']",11,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",school,0,6,but my school is all women in convent girl school,me school yes convent girl school all women,学校,2,0,84469404,9782171,12.04129617350694,11.422988050451526,不过不过我学校是修道院女子学校全部全部女女女的,不过 我 的 学校 是 修道院 女子 学校 全部 女 的,10.917759848983861,15.35686166358051,22.87607713248215,22.99907783185873
13511,UI28FAZ_0102,Interview,-1,28,"['她', '也', '是', '太过', '教会', '了', '她', '的', '人', '她', '竟然', '教', '我', '唱', 'church', 'song']",16,['man > eng'],church,0,6,she also taught her too much. she taught me to sing church song,she also taught her too much. she taught me to sing church song,教会,2,0,45134870,554979,12.945482593122685,15.562637647703754,她她是教会了她的人她竟然教教我,她 也 是 太过 教会 了 她 的 人 她 竟然 教 我 唱 教堂 的 歌,17.832613949847357,17.832613949847357,24.574693906110138,23.80843239289709
13519,UI28FAZ_0102,Interview,-1,28,"['我', '就', '享受', '那个', 'buffet', '餐']",6,"['man > eng', 'eng > man']",buffet,0,6,i just enjoy that buffet meal,i just enjoy that buffet meal,自助餐,3,0,583572,399,19.21867057108841,26.004466367887176,自助餐餐餐就就,我 就 享受 那个 自助餐 餐,21.618966859582923,21.618966859582923,24.420959724578083,23.854045787567987
13521,UI28FAZ_0102,Interview,-1,28,"['至少', 'experience', '一次', '这样', '奇怪', '的', '教会']",7,"['man > eng', 'eng > man']",experience,0,10,at least experience at once such a strange church,at least experience a strange church at one time,经验,2,0,60549348,9605688,12.521613620236446,11.4492537852734,至少经验一一一这样奇怪教会教会,至少 经验 一次 这样 奇怪 的 教会,15.87756259789858,15.87756259789858,23.80843239289709,23.80843239289709
13523,UI28FAZ_0102,Interview,-1,28,"['然后', '他们', '还有', 'guitar']",4,['man > eng'],guitar,0,6,then they still have guitar,then they still have guitar,吉他,2,0,1875778,6394,17.53416404636576,22.002208275329,然后有有吉他,然后 他们 还有 吉他,17.12055135446644,17.12055135446644,22.636592692265527,22.249939861396395
13524,UI28FAZ_0102,Interview,-1,28,"['很', '厉害', '自己', '带', 'guitar']",5,['man > eng'],guitar,0,6,very powerful to bring guitar,very powerful to bring it yourself guitar,吉他,2,0,1875778,6394,17.53416404636576,22.002208275329,很带带吉他,很 厉害 自己 带 吉他,16.70944315334837,15.770155028999397,22.249939861396395,22.249939861396395
13528,UI28FAZ_0102,Interview,-1,28,"['然后', '就', '看', '一些', 'crab']",5,['man > eng'],crab,0,4,then look at some crab,then look at some crab,螃蟹,2,0,1007537,6039,18.43082031994747,22.084617346467027,然后一些一些螃蟹,然后 就 看 一些 螃蟹,19.69188481342186,19.69188481342186,23.854045787567987,23.854045787567987
13535,UI28FAZ_0102,Interview,-1,28,"['因为', 'boat', '也', '不敢', '走', '了', '太', '太', '什么']",9,"['man > eng', 'eng > man']",boat,0,4,because boat dare not leave too much,because boat i dare not leave too much,船,1,0,14890648,543552,14.545318507787528,15.592652769482616,因为船也也不敢了太太太,因为 船 也 不敢 走 了 太太 什么,17.668038988170444,17.668038988170444,24.16578781112617,24.16578781112617
13548,UI28FAZ_0102,Interview,-1,28,"['然后', '我', '才', '找', 'song', 'number']",6,['man > eng'],song,0,4,then i found song number,then i looked for song number,歌曲,2,0,14358871,427859,14.597782726859467,15.93793539172711,然后然后才找歌曲编号,然后 我 才 找 歌曲 编号,14.757304800146002,15.022707255551742,21.24791812155391,21.24791812155391
13550,UI28FAZ_0102,Interview,-1,28,"['总之', '唱', 'k', '叫', '他', '去', '就', '对', '了']",9,"['man > eng', 'eng > man']",k,2,1,"in short, sing k and call him to go",in short singing k just call him to go,k,1,0,15629195,73885,14.475481572636605,18.4717174238174,总之唱k叫他就就对对,总之 唱 k 叫 他 去 就 对 了,18.224692153681055,18.60533528443372,16.712007681837623,16.712007681837623
13551,UI28FAZ_0102,Interview,-1,28,"['他', '唱', 'adam', 'lambert', '的', '歌', '很', '好听']",8,"['man > eng', 'eng > man']",adam,0,4,he sang adam lambert's song very nicely,he sings adam lambert the song is very nice,亚当,2,0,8374941,48122,15.375574113118354,19.090302320904748,他亚当·兰伯特（Adam Lambert）的的歌很好好,他 唱 亚当 · 兰伯特 的 歌 很 好听,25.79243169065033,25.955292537430278,25.767269414102795,23.854045787567987
13561,UI28FAZ_0102,Interview,-1,28,"['然后', '那个', 'uncle', '叫', 'wei-leong', '讲', '去', '爬', '去', '爬']",10,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",uncle,0,5,then the uncle called wei-leong to talk about climbing and climbing,then uncle call wei-leong talk to climb,叔叔,2,0,6511072,66355,15.738758048028203,18.626793744519663,然后那个叔叔wei-leong讲讲讲去去去,然后 那个 叔叔 叫 Wei - Leong 讲去 爬 去 爬,16.266584960077793,18.99308800569507,23.854045787567987,23.854045787567987
