,file,type,conversation,speaker,filtered_transcript_2015,length_of_turn,direction_of_code_switches,first_cs_word,first_cs_word_eng_pos,word_length_eng,english_translation,english_wbw_translation,first_cs_word_zh,word_length_zh,first_cs_word_zh_pos,first_cs_word_eng_raw_freq,first_cs_word_zh_raw_freq,first_cs_word_eng_freq,first_cs_word_zh_freq,chinese_translation,chinese_wbw_translation,cs word en ch surprisal,cs word en wbw ch surprisal,cs word zh h5 surprisal,cs word zh wbw h5 surprisal
13537,UI08MAZ_0102,Interview,-1,8,"['就', '啊', '它', '的', 'requirement', '就是', '你', '要', '你', '在', '这', '四年', '里面', 'complete', '一个', 'project', '就是', '你', '从', '头', '跟', '到', '尾']",23,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",requirement,0,11,it ’s just that its requirement is that you want you to comerte a project in the past four years.,"it's requirement that is, you want you to be in these four years complete one project you follow from beginning to end",要求,2,1,7774091,21232991,15.482979144763894,10.30490702810226,要求要求就就就你要你这四年年年年年一一一一一一一,就 啊 它 的 要求 就是 你 要 你 在 这 四年 里面 完全 的 一个 项目 就是 你 从头 跟 到 尾,16.391349935465573,18.775070197020423,15.270371943702024,12.641159534970951
13540,UI08MAZ_0102,Interview,-1,8,"['对', '拿', '到', 'experience', '过后']",5,"['man > eng', 'eng > man']",experience,0,10,after taking experience,get experience afterwards,经验,2,0,60549348,9605688,12.521613620236446,11.4492537852734,对对拿经验过过,对 拿到 经验 过后,14.060914397131148,14.994435986500203,14.526648051648737,13.687353617076779
13542,UI08MAZ_0102,Interview,-1,8,"['他', '专', '专', 'three', 'd.', '的', 'three', 'd.', 'link', '的', '啊', '然后', '唔', 'assistant', 'architect', 'project', 'management']",17,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",three,2,5,he specializes three d. link,"he is special three d. of three d. link oh, then assistant architect project management",三,1,2,165264511,49571199,11.073019997609196,9.081712485579674,三d。的三d。链接的的唔唔助理建筑师项目管理,他 专专 三 d 。 的 三 d 。 关联 的 啊 然后 唔 助理 建筑师 项目管理,10.092805845804724,10.43035161022556,9.885503248392945,9.589458663854344
13543,UI08MAZ_0102,Interview,-1,8,"['当然', 'basically', '如果', '他', '一定', '他', '他', '要', '那个', '他', '要', '他', '的', '啊', 'minimum', 'requirement', '就是']",17,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",basically,2,9,"of course, basically if he must want that he wants him, he wants him, minimum requirement is","certainly basically if he must want him, he wants him to want him minimum requirement that is",基本上,3,2,3241638,63980,16.744930148778476,18.679377932106487,当然基本上是如果如果一定他他要那个要他他他的的的的的的的的的,当然 基本上 如果 他 一定 他 他 要 那个 他 要 他 的 啊 最低 要求 就是,11.721722920724217,11.9028703172809,14.208217325871498,14.208217325871498
13545,UI08MAZ_0102,Interview,-1,8,"['你', '有', '那个', '那个', '叫', '什么', '我们', '的', 'report', '或者', '是', '那个', '叫', '啊', '那个', 'portfolio']",16,"['man > eng', 'eng > man', 'man > eng']",report,0,6,what do you call our report or the name of that portfolio,what do you have that name us? report or that's called ah portfolio,报告,2,0,35915913,9005953,13.275101855191055,11.54226378617997,报告或者叫什么我们的我们的的或者或者是那个叫啊那个啊啊那个啊啊啊啊啊,你 有 那个 那个 叫 什么 我们 的 报告 或者 是 那个 叫 啊 那个 文件夹,16.087810748952098,15.617420415631095,19.732926238455768,18.172966411315564
13552,UI08MAZ_0102,Interview,-1,8,"['对', '我们', '现在', '出去', '不是', '算', 'architect', '我们', '其实', '一个', '啧', '一个']",12,"['man > eng', 'eng > man']",architect,0,9,it's not architect to go out now.,it's not count for us now architect we are actually one by one,建筑师,3,0,3318355,0,16.71118490497554,34.64471130410952,建筑师我们我们我们我们其实一个个啧一一个个,对 我们 现在 出去 不是 算 建筑师 我们 其实 一个 啧 一个,18.319105668644276,17.35934848776023,19.732926238455768,17.28690022574602
13568,UI08MAZ_0102,Interview,-1,8,"['你', '现在', '很多', 'developer', 'developer', '好像', 'ivory', 'ivory']",8,"['man > eng', 'eng > man', 'man > eng']",developer,0,9,many of you now developer developer seem to be ivory ivory,you have a lot now developer developer like ivory ivory,开发人员,4,0,1276262,0,18.08972861403021,34.64471130410952,开发人员开发人员好像象牙色象牙,你 现在 很多 开发人员 开发人员 好像 象牙 象牙,17.35934848776023,17.35934848776023,19.732926238455768,17.115637890621294
13578,UI08MAZ_0102,Interview,-1,8,"['你', '不能', '建', '那种', 'futuristic', '的', '暂时', '现在', '接受', '不到', '的', '你', '要', '出去', '你', '就', '建', '那些', '现在', '给', '人家', '能', '看到', '的']",24,"['man > eng', 'eng > man']",futuristic,2,10,"you can’t build that kind of futuristic for the time being, if you want to go out now, you will build those who can see it now","you can't build that kind futuristic if you can't accept it for the time being, you want to go out if you want to go out.",未来派,3,0,162101,0,21.066688244105016,34.64471130410952,未来派的你不的的的接受不你你要出去出去你就建那些那些现在给看到人家人家,你 不能 建 那种 未来派 的 暂时 现在 接受 不到 的 你 要 出去 你 就 建 那些 现在 给 人家 能 看到 的,17.865138615631587,22.073811233805472,19.732926238455768,17.054071268467506
13582,UI08MAZ_0102,Interview,-1,8,"['他们', '皮肤', '肤色', '颜色', '然后', '他们', '比较', '容易', '拿', '到', 'project', 'from', 'government']",13,['man > eng'],project,0,7,"they skin color and color, and they are more likely to get project from government","they skin color and color, and they are easier to get project from government",项目,2,0,25213121,10453603,13.785550332287215,11.327214364162389,政府的项目,他们 皮肤 肤色 颜色 然后 他们 比较 容易 拿到 政府 项目,16.076170048521995,16.076170048521995,16.671350603884296,15.384311752006994
13588,UI08MAZ_0102,Interview,-1,8,"['那个', '那个', 'city', 's~', 'around', '没有', '记', '错', '的话', '是', 'hundred', 'acres']",12,"['man > eng', 'eng > man', 'man > eng']",city,0,4,"that city s ~ around is not wrong, it is hundred acres","that one city s~ around if you don't remember wrong, it is hundred acres",城市,2,0,66786133,14225406,12.380176462384153,10.882744811561,那个城市s〜大约一百英亩,那个 那个 城市 没有 记错 的话 是 一百 英亩,15.658966441542614,14.854802060959708,13.321569470692541,13.160525718580498
13591,UI08MAZ_0102,Interview,-1,8,"['怎样', '那种', '叫', '什么', 'formula', 'formula', '跟', '那个', 'equation']",9,"['man > eng', 'eng > man', 'man > eng']",formula,0,7,what is the kind of formula formula and that equation,what is that kind of called formula formula that equation,公式,2,0,11985228,497768,14.858467690950734,15.7195973428757,怎样怎样那什么什么什么公式公式跟方程,怎样 那种 叫 什么 公式 公式 跟 那个 方程,17.94451741623016,16.93310657882028,18.20451609120395,18.12037763203102
13594,UI08MAZ_0102,Interview,-1,8,"['你', '知道', 'fibre', 'carbon', '吗', 'fibre', 'carbon', '是', '做', 'ferrari', 'cars', '那种', '的', 'fibre', 'carbon', '很', '容易', '裂', '的']",19,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",fibre,0,5,do you know fibre carbon fibre carbon is a fibre carbon like ferrari cars.,you know fibre carbon ? fibre carbon is for ferrari cars that kind of fibre carbon easy to crack,纤维,2,0,1154865,318461,18.233928924984088,16.36395412454334,你你纤维碳吗纤维碳是是法拉利汽车那那那种的的的car,你 知道 纤维 碳 吗 纤维 碳 是 做 法拉利 汽车 那种 的 纤维 碳 很 容易 裂 的,19.22164928195008,20.083315905662676,19.473903213763446,19.888847577445496
13595,UI08MAZ_0102,Interview,-1,8,"['但是', '这个', 'fibre', 'carbon', 'in', 'advance', '的', '我', '不', '知道', '它', '的', '名字', '叫', '什么', '我', '忘记', '了', '它', '是', '能', '透', '有', '有', '透明', '的', 'okay', '它', '透明']",29,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",fibre,0,5,but i don’t know what its name is in this fibre carbon in advance. i forgot it. it can be transparent.,this fibre carbon in advance i don’t know what its name is called. i forgot that it can be transparent. okay it is transparent,纤维,2,0,1154865,318461,18.233928924984088,16.36395412454334,提前纤维碳提前的的我知道它名字叫什么我忘记了了它是能透透有有透明透明,但是 这个 纤维 碳 提前 的 我 不 知道 它 的 名字 叫 什么 我 忘记 了 它 是 能 透有 有 透明 的 好 的 它 透明,17.519662744462636,18.172230604242547,16.95055135201777,17.625305372965006
13596,UI08MAZ_0102,Interview,-1,8,"['然后', '它', '能', 'absorb', 'heat', 'okay', 'absorb', 'heat', '跟', 'release', 'heat', '快', '的', '那种', 'characteristic']",15,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",absorb,1,6,then it can be absorb heat okay absorb heat and release heat.,then it can absorb heat okay absorb heat and release heat fast characteristic,吸收,2,1,2499991,1642088,17.11973023890089,13.99761129112779,然后然后吸收热量可以吸收热量跟释放热量快快种那那那种那,然后 它 能 吸收 热量 可以 吸收 热量 跟 释放 热量 快 的 那种 特征,17.41324976083506,17.527194552032174,17.953669328131575,17.45745166825844
13599,UI08MAZ_0102,Interview,-1,8,"['叫', 'desert', 'desert', '叫', '沙滩', '沙滩', '沙漠', '啊', '在', '美国', '沙漠']",11,"['man > eng', 'eng > man']",desert,0,6,"call desert desert, called the beach, beach desert, in the american desert","call desert desert call the beach, beach desert, in the american desert",沙漠,2,0,7415378,390151,15.551132903927416,16.071038231879562,叫沙漠沙漠叫叫沙滩沙漠啊在沙漠美国,叫 沙漠 沙漠 叫 沙滩 沙滩 沙漠 啊 在 美国 沙漠,17.572089413656148,17.572089413656148,17.763219868523585,17.763219868523585
13616,UI08MAZ_0102,Interview,-1,8,"['而', '如果', 'malaysia', '万一', '没有', '做', '做', '不到', '那个', '东西', '我们', '全', '我们', '的', '整个', 'malaysia', 'population', '就是', '完', '了']",20,"['man > eng', 'eng > man', 'man > eng', 'eng > man']",malaysia,0,8,"and if malaysia can't do that thing in case, we are all our entire malaysia population is over","if malaysia in case we can't do that thing, we are all our whole, malaysia population it's finished",马来西亚,4,0,1142711,289601,18.249192558559205,16.50100424557842,马来西亚万一万一没有做不不到那个东西我们我们我们的的整整整整整整整个,而 如果 马来西亚 万一 没有 做做 不到 那个 东西 我们 全 我们 的 整个 马来西亚 人口 就是 完 了,18.825963132012525,19.57674346372497,19.732926238455768,17.681203789210485
13620,UI08MAZ_0102,Interview,-1,8,"['同样', '的', '道理', '然后', '那个', 'carbon', 'footprints']",7,['man > eng'],carbon,0,6,"the same reason, then that carbon footprints","the same reason, then that one carbon footprints",碳,1,0,11010760,56376,14.980810993145427,18.86191780537617,同样的道理那个那个碳足迹,同样 的 道理 然后 那个 碳 足迹,17.934111476472925,17.590240428766613,18.153974948397092,18.034701120150164
13630,NI55FBP_0101,Interview,-1,55,"['你们', '吃', '哪里', 'so', 'we', 'say', 'n.', 'u.', 's.', 'guild', 'house', 'then', 'she', 'was', 'like', 'saying']",16,['man > eng'],so,2,2,where do you eat so we say n. u. s. guild house the she was like saying,where do you eat so we say n. u. s. guild house then she was like saying,所以,2,2,495581448,13406620,9.48867476883514,10.96826908079729,你们你们吃，所以我们说n。你。s。公会之家，然后她就像说,你们 吃 哪里 所以 我们 说 n 。 你 。 s 。 公会 之 家 ， 然后 她 就 像 说,8.941734507429588,8.941734507429588,9.203177556739032,9.56317889069569
13633,NI55FBP_0101,Interview,-1,55,"['这个', '算', '什么', 'invite', 'so', 'anyway', 'she', 'was', 'damn', 'she', 'still', 'angry', 'was', 'damn', 'angry']",15,['man > eng'],invite,1,6,what is this invite so anyway she was damn she strong was damn angery,what is this invite so anyway she was damn she still angry was damn angry,邀请,2,1,3028227,856180,16.843179784323997,14.93715669448572,这个这个算邀请，无论如何她该死,这个 算 什么 邀请 ， 无论如何 她 该死,15.597374904928117,15.597374904928117,14.345624563009993,14.926766318050491
13635,NI55FBP_0101,Interview,-1,55,"['谁', '说', '吵架', '了', '过后', 'cannot', 'be', 'friends', 'one', ""it's"", 'okay', 'what']",12,['man > eng'],cannot,2,6,"who said that after quarreling, cannot be friends one okay what",who said that after the quarrel cannot be friends one okay what,不能,2,2,35471,23445303,23.25886932648268,10.161915715764708,谁谁说了过不能成为朋友一个好的,谁 说 吵架 了 过后 不能 成为 朋友 一个 好 吗,14.623528098222412,14.623528098222412,12.039367678314203,11.07123060161799
13636,NI55FBP_0101,Interview,-1,55,"['漏洞', 'here', 'and', 'there', 'of', 'course', 'it', ""doesn't"", 'apply', 'it', 'also', 'depends', 'on', 'how', 'your', 'parents', 'and', 'how', 'your', 'surrounding']",20,['man > eng'],here,2,4,vulnerability here and there of course it apply it also depends on how your parents and how your surrowing,vulnerability here and there of course it apply it also depends on how your parents and how your surrounding,这里,2,2,142839768,9026221,11.28339925448525,11.539020632536657,漏洞在这里和那里，它的应用也取决于您的父母的方式以及您的周围方式,漏洞 当然 ， 在 这里 和 那里 都 应用 它 也 取决于 您 的 父母 和 周围 的 方式,8.888263756235853,8.888263756235853,9.584141253552858,9.584141253552858
13639,NI55FBP_0101,Interview,-1,55,"['看', '先', '可能', '他', '读', '完', '我', '的', 'email', 'she', 'will', 'find', 'some', 'excuse', 'not', 'to', 'come']",17,['man > eng'],email,0,5,"look at him first, maybe my email she will find something is","look at him first, maybe he reads me email she will find some excuse not to come",电子邮件,4,0,1149215,0,18.241004411355444,34.64471130410952,她会找到一些借口不来的电子邮件,看先 可能 他 读完 我 的 电子邮件 她 会 找到 一些 借口 不 来,12.931203056406137,10.6865151192138,18.021798087044,18.334985481516267
13640,NI55FBP_0101,Interview,-1,55,"['要', '对', '准', '拍', '子', 'bla', 'bla', 'bla', 'bla']",9,['man > eng'],bla,0,3,to be aimed at bla bla bla bla bla,met the slap bla bla bla bla,bla,3,0,39777,0,23.0935748583136,34.64471130410952,要要对拍子bla bla bla bla,要 对准 拍子 bla   bla   bla   bla,15.64230830091799,14.13595907814432,16.374756904631614,16.374756904631614
13641,NI55FBP_0101,Interview,-1,55,"['一', '二', '三', '四', '五', '六', '七', '八', 'i', 'realise', 'i', ""don't"", 'get', 'it', 'at', 'all']",16,['man > eng'],i,2,1,"one, two, three, five, seven eighth i realise i get it at all",one two three four five six seven eight i realise i get it at all,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我意识到我完全知道了,一二三四五 六 七八 我 意识 到 我 完全 明白 了,10.287126348221683,10.646909099309697,4.324580004489453,6.135954976599064
13642,NI55FBP_0101,Interview,-1,55,"['有', '一定', '有', '的', 'no', 'you', 'know', 'last', 'time', 'i', 'was', 'thinking', 'right']",13,['man > eng'],no,2,2,there is a certain no you knowing time i was thinking right,there is a certain one no you know last time i was thinking right,不,1,2,452779722,132786553,9.618987602611762,7.66017748945888,有一定的不，你上次我想对了,有 一定 有 的 不 ， 你 上次 我 想 对,9.47381902494322,10.247627958787854,7.617792356346182,6.759094207579177
13648,NI55FBP_0101,Interview,-1,55,"['你', '打算', 'take', 'what', 'i', 'i', 'just', 'got', 'my', 'a.', 'a.', 'levels', 'result', 'and', 'then', 'i', ""don't"", 'know', 'i', ""don't"", 'know', 'what', 'i', 'am', 'planning', 'to', 'do', 'next', 'i', 'got', 'doctor', 'yong', 'to', 'help', 'me', 'do']",36,['man > eng'],take,1,4,you intend to take what i just get my a. a. levels result and then i know that i am planning to do next i get do help me do?,you plan take what i i just got my a. a. levels result and then i know i know what i am planning to do next i got doctor yong to help me do,拿,1,1,140085697,1507115,11.31148728875573,14.121353229196869,你打算拿我刚得到我的东西。A。水平结果，然后我知道我知道我打算做什么，接下来我让Yong医生帮助我,你 打算 拿 我 刚 得到 我 的 东西 。 A 。 水平 结果 ， 然后 我 知道 我 知道 我 打算 做 什么 ， 接下来 我 让 Yong 医生 帮助 我,6.8777039823999395,10.646537707748688,9.909745018665385,9.909745018665385
13649,NI55FBP_0101,Interview,-1,55,"['呃', '下个', 'holiday', 'holiday', 'talking', 'about', 'holiday']",7,['man > eng'],holiday,0,7,uh the next holiday holiday talking about holiday,"uh, next holiday holiday talking about holiday",假期,2,0,3173579,107325,16.775542383956882,17.933084656886972,呃呃下假日假期谈论假期,呃 下个 假期 谈论 假期,17.3787565204618,16.869534840868422,13.433481906281202,14.285958415919291
13652,NI55FBP_0101,Interview,-1,55,"['都', '是', '你', 'you', 'must', 'be', 'praying', 'for', 'the', 'snow', 'right', 'you', 'see', 'look', ""it's"", 'snowing', 'here']",17,['man > eng'],you,2,3,it's all you you must be feaying for the snow right you see look snowing here,it's all you you must be praying for the snow right you see look snowing here,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,都都你您必须为雪祈祷，您在这里看到下雪,都 是 你 您 必须 为 雪 祈祷 ， 您 在 这里 看到 下雪,7.183522675972127,7.183522675972127,8.699217146862336,6.6493200971051944
13658,NI23FBQ_0101,Interview,-1,23,"['那些', '人', '一直', '在', '那边', 'reject', '我']",7,"['man > eng', 'eng > man']",reject,1,6,those people have been reject me over there,those people have been over there reject i,拒绝,2,1,4216773,1629444,16.365513780444296,14.008762963752485,那些人那边那边拒绝我,那些 人 一直 在 那边 拒绝 我,17.292472760125193,18.317774904249465,15.799349794061316,15.799349129675695
13662,NI23FBQ_0101,Interview,-1,23,"['我', '去', '逛', 'orchard']",4,['man > eng'],orchard,0,7,i go to orchard,i'll go shopping orchard,果园,2,0,1268090,21238,18.098995998743032,20.270351011804884,我逛逛果园,我 去逛 果园,18.052646175718746,16.606122552584328,16.374756904631614,16.374756904631614
13663,NI23FBQ_0101,Interview,-1,23,"['我们', '去', '那边', 'countdown', 'with']",5,['man > eng'],countdown,0,9,we go to countdown with over there,we go there countdown with,倒数,2,2,96518,28120,21.814711308827203,19.865402330149625,与倒数,我们 去 那边 倒数,18.130608506177655,17.985338597431372,16.88592855601669,17.14979727722102
13668,NI23FBQ_0101,Interview,-1,23,"['不要', '被', 'hall', 'thirteen', '又', '打败', '每次', '被', 'hall', 'thirteen', '打败', 'for', '两个', 'c.', 'c.', 'a.', 'so', '丢脸']",18,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng', 'eng > man']",hall,0,4,don't be defeated by hall thirteen and defeated me two c. c. a. so shame,not to be hall thirteen defeat again every time hall thirteen defeat for two c. c. a. so shame,大厅,2,0,15850515,103536,14.45519532937514,17.98493834222791,不不被大厅13又打败每次次次被被被被C。A。所以丢脸,不要 被 大厅 十三 又 打败 每次 被 大厅 十三 打败 为了 两个 C 。 C 。 A 。 所以 丢脸,16.562738171665096,17.349141531495878,16.99119879637962,16.99119879637962
13678,NI23FBQ_0101,Interview,-1,23,"['回来', '这边', '做', 'i', ""don't"", 'know', 'what', 'to', 'do', 'in', 'the', 'future']",12,['man > eng'],i,2,1,come back here to do i know what to do in the future,come back here to do it i know what to do in the future,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,我知道将来该怎么办,回来 这边 做 我 知道 将来 该 怎么办,12.67283013304199,10.89169400799452,4.324580004489453,6.729452310995688
13685,NI23FBQ_0101,Interview,-1,23,"['这个', 'holiday']",2,['man > eng'],holiday,0,7,this holiday,this holiday,假期,2,0,3173579,107325,16.775542383956882,17.933084656886972,这个假期,这个 假期,18.172230604242547,18.172230604242547,15.039301947349754,15.039301947349754
13687,NI23FBQ_0101,Interview,-1,23,"['很', '浪费', '钱', 'you', 'know']",5,['man > eng'],you,2,3,very wasting money you know,very waste of money you know,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,很浪费钱你知道,很 浪费 钱 你 知道,7.479729702794567,7.980526308353693,6.723491111029412,6.723491111029412
13688,NI23FBQ_0101,Interview,-1,23,"['一个', '小时', '的', 'tutorial']",4,['man > eng'],tutorial,0,8,one -hour tutorial,one -hour tutorial,教程,2,0,393675,103012,19.786576136694272,17.992258421078944,一教程,一个 小时 的 教程,16.053805499815976,16.053805499815976,18.276235190001326,18.172966411315564
13703,NI23FBQ_0101,Interview,-1,23,"['就', 'we', 'got', 'bluff', 'her', 'go', 'out']",7,['man > eng'],we,2,2,just we get bluff her go out,at once we got bluff her go out,我们,2,2,600896170,73177380,9.210681223869788,8.519816876703524,就我们让她无聊出去,就 我们 让 她 无聊 出去,8.989118821967871,9.299206857527608,7.974741502769255,7.974741502769255
13707,NI23FBQ_0101,Interview,-1,23,"['就', '她', '的', 'friend', '就', 'ask', 'her']",7,"['man > eng', 'eng > man', 'man > eng']",friend,0,6,just her friend is ask her,as she friend at once ask her,朋友,2,0,41772931,3462542,13.057156671360376,12.921311163890891,就就她朋友就问她,就 她 的 朋友 就 问 她,6.8273624874715875,13.984529982517307,13.286318498520835,13.46409347367559
13711,NI23FBQ_0101,Interview,-1,23,"['吹', '蜡烛', 'then', 'got', 'give', 'her', 'the', 'present', 'then', '有', '给', '她']",12,"['man > eng', 'eng > man']",then,2,4,blowing the candle the got give her the present then,chopped candle then got give her the present then give her,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后，然后给了她礼物，然后有有给她,吹 蜡烛 然后 给 她 礼物 有 给 她,9.805798234455454,9.624650837898772,5.862072967538314,8.140305734632824
13712,NI23FBQ_0101,Interview,-1,23,"['给', '她', '冲凉', 'then', 'straight', 'away']",6,['man > eng'],then,2,4,delive her then straight away,chelch then straight away,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,给她冲凉然后立即,给 她 冲凉 然后 立即 离开,10.251485713884447,9.287105073477933,8.140305734632824,8.140305734632824
13717,NI23FBQ_0101,Interview,-1,23,"['呃', '就', 'ownself', 'mix', 'the', 'colour']",6,['man > eng'],ownself,2,7,"uh, ownself mix the color",uh ownself mix the colour,自己,2,2,8340,38102290,25.347390041068905,9.46133693161873,呃就自己混合颜色,呃 就 自己 混合 颜色,17.20935313629897,17.691829308414793,8.326266604998999,8.326266604998999
13718,NI23FBQ_0101,Interview,-1,23,"['帽子', '给', '他', '帽子', 'not', 'normal', 'one', 'also', 'custom', 'made', 'one']",11,['man > eng'],not,2,3,hat gives him a hat not normal one also custom made one,give him a hat not normal one also custom made one,不是,2,2,1729472419,25365893,7.68553684909857,10.048324688812192,帽子帽子给他帽子不正常的也不是一个定制的,帽子 给 他 帽子 不是 正常 的 也 是 一个 定制 的,9.343057304958549,9.343057304958549,5.919253980221229,9.021599306108442
13720,NI23FBQ_0101,Interview,-1,23,"['因为', '是', 'paste', 'm.', 'u.', 'm.', 'mum']",7,['man > eng'],paste,0,5,because it is paste m. u. m. mum,because of paste m. u. m. mum,粘贴,2,1,2250479,19759,17.271421037578225,20.37448899036762,因为粘贴m。你。m。妈妈,因为 是 粘贴 m 。 你 。 m 。 妈妈,18.3397338455351,17.57562892804125,19.57751082911489,18.042424602970776
13731,NI23FBQ_0101,Interview,-1,23,"['他', '的', '他', '的', 'skill']",5,['man > eng'],skill,0,5,his skill,his skill,技能,2,0,11362560,1119546,14.935437132598487,14.550228927802092,技能,他 的 他 的 技能,16.450761955057015,16.450761955057015,19.732926238455768,18.291330031264494
13735,NI23FBQ_0101,Interview,-1,23,"['就', 'must', 'must']",3,['man > eng'],must,2,4,just must must,at once must must,必须,2,1,244955684,21433963,10.505276181712617,10.291316020314722,就必须,就 必须,13.226503529051485,12.822069413668851,10.648866379343206,10.648866379343206
13737,NI23FBQ_0101,Interview,-1,23,"['我', '已经', '很', '没有', '钱', '了', 'then']",7,['man > eng'],then,2,4,"i have no money, then",i have no money anymore then,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后,我 已经 很 没有 钱 了 然后,4.226473169870336,10.012786245276649,5.862072967538314,8.22755650823785
13739,NI23FBQ_0101,Interview,-1,23,"['化妆品', '也', '没有', 'you', 'know', 'or', 'not', '很', 'noob', 'my', 'god', 'anyway']",12,"['man > eng', 'eng > man', 'man > eng']",you,2,3,cosmetics also do not have you know or not very noob my god anyway,no cosmetics you know or not very noob my god anyway,你,1,2,950006304,25465651,8.549859863469642,10.042662041356165,化妆品也也你知道还是不知道我的上帝,化妆品 也 没有 你 知道 与否 很 菜鸟 ， 我 的 上帝,4.872714417593533,6.437155525733739,8.345730778285372,7.3233741878028376
13742,NI23FBQ_0101,Interview,-1,23,"['呃', 'i', 'i', 'still', ""don't"", 'have', 'what', 'i', 'still', ""don't"", 'have', 'bronzer', 'i', 'still', ""don't"", 'have', 'blusher', '那种', 'brown', 'colour', '的', 'powder', 'then', 'still', ""don't"", 'have', 'what']",27,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",i,2,1,uh i still have what i still have bronzer i still have blusher's powder then still have what,well i i still have what i still have bronzer i still have blusher that kind brown colour of powder then still have what,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,呃我仍然有我仍然有古铜色的东西，我仍然有腮红那棕色的,呃 我 仍然 有 我 仍然 有 古铜色 的 东西 ， 我 仍然 有 脸红 那种 棕色 的 粉末 ， 然后 仍然 有 什么,9.147412017617349,12.796744694837477,6.647124967020093,6.647124967020093
13747,NI23FBQ_0101,Interview,-1,23,"['呃', '就', '就', '又', '吃', 'supper', 'then', '就', '很', '容易', '就', '变', '肥', 'then', '又', '浪费', '钱', '有没有', 'so', 'not', 'good', 'stay', 'in', 'hall']",24,"['man > eng', 'eng > man', 'man > eng', 'eng > man', 'man > eng']",supper,0,6,"uh, i just eat supper then, it is easy to change the fat and waste money.",uh just eat again supper then it's easy to become fat then wasted money so not good stay in hall,晚餐,2,0,4443938,63816,16.28981445109874,18.6830807415307,然后晚餐然后就就就就就变变变变变肥又又浪费钱钱钱有没有没有有有有有,呃 就 就 又 吃 晚餐 然后 就 很 容易 就 变肥 然后 又 浪费 钱 有没有 所以 在 大厅 里 不好,15.380437387269925,15.58743204194731,19.205747212159856,17.466036859226868
13750,NI23FBQ_0101,Interview,-1,23,"['又', '没有', 'muscle']",3,['man > eng'],muscle,0,6,there is no muscle,none muscle,肌肉,2,0,13564031,226649,14.679939058493185,16.85461103376195,又肌肉,又 没有 肌肉,17.50566613262764,17.290386589281606,17.90613918094993,17.568334638330498
13751,NI23FBQ_0101,Interview,-1,23,"['所以', 'i', 'think', '我', '哥哥', '也', '是', '没有', '什么', '女朋友']",10,"['man > eng', 'eng > man']",i,2,1,so i think my brother has no girlfriend,so i think my brother has no girlfriend too,我,1,2,1701439641,86117888,7.709112883174069,8.284901701364609,所以我认为我我哥哥是没有什么女,所以 我 认为 我 哥哥 也 是 没有 什么 女朋友,12.730720709565972,12.730720709565972,1.9654072966881806,1.9654072966881806
13752,NI23FBQ_0101,Interview,-1,23,"['就', 'any', 'route', 'at', 'least', 'i', 'got', 'run', 'what']",9,['man > eng'],any,2,3,any route at least i got run what,at once any route at least i got run what,任何,2,2,338375190,9502161,10.03917315777836,11.464887083505564,就任何路线至少我都可以运行什么,就 至少 我 有 任何 路线,12.474592745208346,11.145573691417523,15.583893191947826,15.208381443523331
13754,NI23FBQ_0101,Interview,-1,23,"['更', '多', '的', '自由', 'then', '也', '会', '花', '更', '多', '的', '钱']",12,"['man > eng', 'eng > man']",then,2,4,more free then will spend more money,more freedom then will spend more money,然后,2,2,283578912,5126199,10.294046697993288,12.355253249378546,然后也多的也会更更多钱,更 多 的 自由 然后 也 会花 更 多 的 钱,9.853239021771351,9.624650837898772,5.862072967538314,8.67028215657744
13757,NI23FBQ_0101,Interview,-1,23,"['住', 'hall', 'right']",3,['man > eng'],hall,0,4,live in hall right,live hall right,大厅,2,0,15850515,103536,14.45519532937514,17.98493834222791,住大厅对,住 大厅 对,17.581805056755265,16.64951025543165,17.76174825437755,17.76174825437755
13760,NI23FBQ_0101,Interview,-1,23,"['我', '的', 'room', '有', '一个', 'squatter']",6,"['man > eng', 'eng > man', 'man > eng']",room,0,4,my room has a squatter,mine room one squatter,房间,2,0,76964590,594860,12.175530204335416,15.462520658851268,我房间有有有个个,我 的 房间 有 一个 擅自 占地,7.334230248816929,12.286473950351732,17.328781434202313,13.291750183148784
